run_file,scenario,algorithm,vus,metric,value
result6.txt,stress,FN-DSA-Precomputed-512,30,refresh_avg,0.913
result6.txt,stress,FN-DSA-Precomputed-512,30,refresh_p95,2.64
result6.txt,stress,FN-DSA-Precomputed-512,30,token_ok_s,13.63
result6.txt,stress,FN-DSA-Precomputed-512,50,access_avg,0.808
result6.txt,stress,FN-DSA-Precomputed-512,50,access_p95,2.41
result6.txt,stress,FN-DSA-Precomputed-512,50,refresh_avg,0.781
result6.txt,stress,FN-DSA-Precomputed-512,50,refresh_p95,2.413
result6.txt,stress,FN-DSA-Precomputed-512,50,token_ok_s,14.3
result6.txt,secondary,FN-DSA-Precomputed-512,10,login_avg,393.513
result6.txt,secondary,FN-DSA-Precomputed-512,10,login_p95,733.146
result6.txt,secondary,FN-DSA-Precomputed-512,10,refresh_avg,294.261
result6.txt,secondary,FN-DSA-Precomputed-512,10,refresh_p95,588.14
result6.txt,secondary,FN-DSA-Precomputed-512,10,e2e_avg,14.148
result6.txt,secondary,FN-DSA-Precomputed-512,10,e2e_p95,20.122
result6.txt,secondary,FN-DSA-Precomputed-512,10,rps,13.3
result6.txt,secondary,FN-DSA-Precomputed-512,30,login_avg,1156.663
result6.txt,secondary,FN-DSA-Precomputed-512,30,login_p95,2362.141
result6.txt,secondary,FN-DSA-Precomputed-512,30,refresh_avg,1032.518
result6.txt,secondary,FN-DSA-Precomputed-512,30,refresh_p95,2168.335
result6.txt,secondary,FN-DSA-Precomputed-512,30,e2e_avg,14.295
result6.txt,secondary,FN-DSA-Precomputed-512,30,e2e_p95,27.709
result6.txt,secondary,FN-DSA-Precomputed-512,30,rps,13.63
result6.txt,secondary,FN-DSA-Precomputed-512,50,login_avg,1840.123
result6.txt,secondary,FN-DSA-Precomputed-512,50,login_p95,3692.139
result6.txt,secondary,FN-DSA-Precomputed-512,50,refresh_avg,1711.24
result6.txt,secondary,FN-DSA-Precomputed-512,50,refresh_p95,3656.467
result6.txt,secondary,FN-DSA-Precomputed-512,50,e2e_avg,18.558
result6.txt,secondary,FN-DSA-Precomputed-512,50,e2e_p95,57.155
result6.txt,secondary,FN-DSA-Precomputed-512,50,rps,14.3
result6.txt,isolated,FN-DSA-512,,pure_avg,0.421
result6.txt,isolated,FN-DSA-512,,pure_p95,0.529
result6.txt,isolated,FN-DSA-512,,access_avg,0.409
result6.txt,isolated,FN-DSA-512,,access_p95,0.576
result6.txt,isolated,FN-DSA-512,,refresh_avg,0.414
result6.txt,isolated,FN-DSA-512,,refresh_p95,0.573
result6.txt,isolated,FN-DSA-512,,e2e_avg,0.838
result6.txt,isolated,FN-DSA-512,,cpu_per_tok,0.4
result6.txt,isolated,FN-DSA-512,,rss_kb,44423.6
result6.txt,stress,FN-DSA-512,10,access_avg,0.717
result6.txt,stress,FN-DSA-512,10,access_p95,1.621
result6.txt,stress,FN-DSA-512,10,refresh_avg,0.893
result6.txt,stress,FN-DSA-512,10,refresh_p95,2.576
result6.txt,stress,FN-DSA-512,10,token_ok_s,13.27
result6.txt,stress,FN-DSA-512,30,access_avg,0.718
result6.txt,stress,FN-DSA-512,30,access_p95,1.733
result6.txt,stress,FN-DSA-512,30,refresh_avg,0.794
result6.txt,stress,FN-DSA-512,30,refresh_p95,2.356
result6.txt,stress,FN-DSA-512,30,token_ok_s,14.03
result6.txt,stress,FN-DSA-512,50,access_avg,0.975
result6.txt,stress,FN-DSA-512,50,access_p95,2.585
result6.txt,stress,FN-DSA-512,50,refresh_avg,0.797
result6.txt,stress,FN-DSA-512,50,refresh_p95,2.436
result6.txt,stress,FN-DSA-512,50,token_ok_s,14.97
result6.txt,secondary,FN-DSA-512,10,login_avg,383.014
result6.txt,secondary,FN-DSA-512,10,login_p95,693.905
result6.txt,secondary,FN-DSA-512,10,refresh_avg,314.176
result6.txt,secondary,FN-DSA-512,10,refresh_p95,663.43
result6.txt,secondary,FN-DSA-512,10,e2e_avg,14.154
result6.txt,secondary,FN-DSA-512,10,e2e_p95,19.657
result6.txt,secondary,FN-DSA-512,10,rps,13.27
result6.txt,secondary,FN-DSA-512,30,login_avg,1123.95
result6.txt,secondary,FN-DSA-512,30,login_p95,2228.169
result6.txt,secondary,FN-DSA-512,30,refresh_avg,999.595
result6.txt,secondary,FN-DSA-512,30,refresh_p95,2073.93
result6.txt,secondary,FN-DSA-512,30,e2e_avg,15.065
result6.txt,secondary,FN-DSA-512,30,e2e_p95,28.372
result6.txt,secondary,FN-DSA-512,30,rps,14.03
result6.txt,secondary,FN-DSA-512,50,login_avg,1814.782
result6.txt,secondary,FN-DSA-512,50,login_p95,3447.805
result6.txt,secondary,FN-DSA-512,50,refresh_avg,1628.47
result6.txt,secondary,FN-DSA-512,50,refresh_p95,3246.948
result6.txt,secondary,FN-DSA-512,50,e2e_avg,20.279
result6.txt,secondary,FN-DSA-512,50,e2e_p95,66.999
result6.txt,secondary,FN-DSA-512,50,rps,14.97
result6.txt,isolated,HS256,,pure_avg,0.003
result6.txt,isolated,HS256,,pure_p95,0.003
result6.txt,isolated,HS256,,access_avg,0.014
result6.txt,isolated,HS256,,access_p95,0.023
result6.txt,isolated,HS256,,refresh_avg,0.015
result6.txt,isolated,HS256,,refresh_p95,0.026
result6.txt,isolated,HS256,,e2e_avg,0.029
result6.txt,isolated,HS256,,cpu_per_tok,0.05
result6.txt,isolated,HS256,,rss_kb,43274.88
result6.txt,stress,HS256,10,access_avg,0.066
result6.txt,stress,HS256,10,access_p95,0.091
result6.txt,stress,HS256,10,refresh_avg,0.01
result6.txt,stress,HS256,10,refresh_p95,0.014
result6.txt,stress,HS256,10,token_ok_s,14.33
result6.txt,stress,HS256,30,access_avg,0.066
result6.txt,stress,HS256,30,access_p95,0.088
result6.txt,stress,HS256,30,refresh_avg,0.009
result6.txt,stress,HS256,30,refresh_p95,0.015
result6.txt,stress,HS256,30,token_ok_s,14.3
result6.txt,stress,HS256,50,access_avg,0.07
result6.txt,stress,HS256,50,access_p95,0.112
result6.txt,stress,HS256,50,refresh_avg,0.018
result6.txt,stress,HS256,50,refresh_p95,0.018
result6.txt,stress,HS256,50,token_ok_s,14.33
result6.txt,secondary,HS256,10,login_avg,371.188
result6.txt,secondary,HS256,10,login_p95,661.079
result6.txt,secondary,HS256,10,refresh_avg,271.035
result6.txt,secondary,HS256,10,refresh_p95,521.409
result6.txt,secondary,HS256,10,e2e_avg,12.213
result6.txt,secondary,HS256,10,e2e_p95,15.867
result6.txt,secondary,HS256,10,rps,14.33
result6.txt,secondary,HS256,30,login_avg,1064.831
result6.txt,secondary,HS256,30,login_p95,2090.239
result6.txt,secondary,HS256,30,refresh_avg,1007.9
result6.txt,secondary,HS256,30,refresh_p95,2079.789
result6.txt,secondary,HS256,30,e2e_avg,14.232
result6.txt,secondary,HS256,30,e2e_p95,23.486
result6.txt,secondary,HS256,30,rps,14.3
result6.txt,secondary,HS256,50,login_avg,1823.741
result6.txt,secondary,HS256,50,login_p95,3545.797
result6.txt,secondary,HS256,50,refresh_avg,1722.108
result6.txt,secondary,HS256,50,refresh_p95,3590.167
result6.txt,secondary,HS256,50,e2e_avg,14.822
result6.txt,secondary,HS256,50,e2e_p95,35.711
result6.txt,secondary,HS256,50,rps,14.33
result6.txt,isolated,RS256,,pure_avg,1.048
result6.txt,isolated,RS256,,pure_p95,1.262
result6.txt,isolated,RS256,,access_avg,1.221
result6.txt,isolated,RS256,,access_p95,1.449
result6.txt,isolated,RS256,,refresh_avg,1.225
result6.txt,isolated,RS256,,refresh_p95,1.443
result6.txt,isolated,RS256,,e2e_avg,2.449
result6.txt,isolated,RS256,,cpu_per_tok,1.2
result6.txt,isolated,RS256,,rss_kb,43366.92
result6.txt,stress,RS256,10,access_avg,1.764
result6.txt,stress,RS256,10,access_p95,3.545
result6.txt,stress,RS256,10,refresh_avg,2.258
result6.txt,stress,RS256,10,refresh_p95,4.21
result6.txt,stress,RS256,10,token_ok_s,13.57
result6.txt,stress,RS256,30,access_avg,2.223
result6.txt,stress,RS256,30,access_p95,4.238
result6.txt,stress,RS256,30,refresh_avg,2.183
result6.txt,stress,RS256,30,refresh_p95,4.479
result6.txt,stress,RS256,30,token_ok_s,13.87
result6.txt,stress,RS256,50,access_avg,2.788
result6.txt,stress,RS256,50,access_p95,10.351
result6.txt,stress,RS256,50,refresh_avg,2.216
result6.txt,stress,RS256,50,refresh_p95,4.17
result6.txt,stress,RS256,50,token_ok_s,13.87
result6.txt,secondary,RS256,10,login_avg,387.657
result6.txt,secondary,RS256,10,login_p95,719.743
result6.txt,secondary,RS256,10,refresh_avg,285.459
result6.txt,secondary,RS256,10,refresh_p95,568.362
result6.txt,secondary,RS256,10,e2e_avg,15.002
result6.txt,secondary,RS256,10,e2e_p95,25.657
result6.txt,secondary,RS256,10,rps,13.57
result6.txt,secondary,RS256,30,login_avg,1125.362
result6.txt,secondary,RS256,30,login_p95,2286.266
result6.txt,secondary,RS256,30,refresh_avg,1030.369
result6.txt,secondary,RS256,30,refresh_p95,2122.43
result6.txt,secondary,RS256,30,e2e_avg,16.132
result6.txt,secondary,RS256,30,e2e_p95,34.972
result6.txt,secondary,RS256,30,rps,13.87
result6.txt,secondary,RS256,50,login_avg,1949.855
result6.txt,secondary,RS256,50,login_p95,3900.123
result6.txt,secondary,RS256,50,refresh_avg,1764.932
result6.txt,secondary,RS256,50,refresh_p95,3806.266
result6.txt,secondary,RS256,50,e2e_avg,18.795
result6.txt,secondary,RS256,50,e2e_p95,48.276
result6.txt,secondary,RS256,50,rps,13.87
result6.txt,isolated,ES256,,pure_avg,0.05
result6.txt,isolated,ES256,,pure_p95,0.06
result6.txt,isolated,ES256,,access_avg,0.055
result6.txt,isolated,ES256,,access_p95,0.091
result6.txt,isolated,ES256,,refresh_avg,0.052
result6.txt,isolated,ES256,,refresh_p95,0.08
result6.txt,isolated,ES256,,e2e_avg,0.109
result6.txt,isolated,ES256,,cpu_per_tok,0.05
result6.txt,isolated,ES256,,rss_kb,43252.2
result6.txt,stress,ES256,10,access_avg,0.175
result6.txt,stress,ES256,10,access_p95,0.297
result6.txt,stress,ES256,10,refresh_avg,0.059
result6.txt,stress,ES256,10,refresh_p95,0.078
result6.txt,stress,ES256,10,token_ok_s,13.33
result6.txt,stress,ES256,30,access_avg,0.188
result6.txt,stress,ES256,30,access_p95,0.392
result6.txt,stress,ES256,30,refresh_avg,0.071
result6.txt,stress,ES256,30,refresh_p95,0.115
result6.txt,stress,ES256,30,token_ok_s,14.13
result6.txt,stress,ES256,50,access_avg,0.218
result6.txt,stress,ES256,50,access_p95,0.603
result6.txt,stress,ES256,50,refresh_avg,0.074
result6.txt,stress,ES256,50,refresh_p95,0.081
result6.txt,stress,ES256,50,token_ok_s,14.63
result6.txt,secondary,ES256,10,login_avg,392.109
result6.txt,secondary,ES256,10,login_p95,740.962
result6.txt,secondary,ES256,10,refresh_avg,294.927
result6.txt,secondary,ES256,10,refresh_p95,594.602
result6.txt,secondary,ES256,10,e2e_avg,14.403
result6.txt,secondary,ES256,10,e2e_p95,25.074
result6.txt,secondary,ES256,10,rps,13.33
result6.txt,secondary,ES256,30,login_avg,1153.349
result6.txt,secondary,ES256,30,login_p95,2322.379
result6.txt,secondary,ES256,30,refresh_avg,972.894
result6.txt,secondary,ES256,30,refresh_p95,2037.128
result6.txt,secondary,ES256,30,e2e_avg,19.1
result6.txt,secondary,ES256,30,e2e_p95,41.672
result6.txt,secondary,ES256,30,rps,14.13
result6.txt,secondary,ES256,50,login_avg,1826.207
result6.txt,secondary,ES256,50,login_p95,3641.883
result6.txt,secondary,ES256,50,refresh_avg,1685.442
result6.txt,secondary,ES256,50,refresh_p95,3494.886
result6.txt,secondary,ES256,50,e2e_avg,16.713
result6.txt,secondary,ES256,50,e2e_p95,32.49
result6.txt,secondary,ES256,50,rps,14.63
result6.txt,isolated,EdDSA,,pure_avg,0.026
result6.txt,isolated,EdDSA,,pure_p95,0.035
result6.txt,isolated,EdDSA,,access_avg,0.037
result6.txt,isolated,EdDSA,,access_p95,0.049
result6.txt,isolated,EdDSA,,refresh_avg,0.038
result6.txt,isolated,EdDSA,,refresh_p95,0.06
result6.txt,isolated,EdDSA,,e2e_avg,0.076
result6.txt,isolated,EdDSA,,cpu_per_tok,0.0
result6.txt,isolated,EdDSA,,rss_kb,43059.92
result6.txt,stress,EdDSA,10,access_avg,0.122
result6.txt,stress,EdDSA,10,access_p95,0.147
result6.txt,stress,EdDSA,10,refresh_avg,0.039
result6.txt,stress,EdDSA,10,refresh_p95,0.06
result6.txt,stress,EdDSA,10,token_ok_s,14.1
result6.txt,stress,EdDSA,30,access_avg,0.114
result6.txt,stress,EdDSA,30,access_p95,0.174
result6.txt,stress,EdDSA,30,refresh_avg,0.045
result6.txt,stress,EdDSA,30,refresh_p95,0.059
result6.txt,stress,EdDSA,30,token_ok_s,14.43
result6.txt,stress,EdDSA,50,access_avg,0.109
result6.txt,stress,EdDSA,50,access_p95,0.151
result6.txt,stress,EdDSA,50,refresh_avg,0.036
result6.txt,stress,EdDSA,50,refresh_p95,0.051
result6.txt,stress,EdDSA,50,token_ok_s,14.37
result6.txt,secondary,EdDSA,10,login_avg,362.167
result6.txt,secondary,EdDSA,10,login_p95,648.459
result6.txt,secondary,EdDSA,10,refresh_avg,282.824
result6.txt,secondary,EdDSA,10,refresh_p95,563.981
result6.txt,secondary,EdDSA,10,e2e_avg,12.81
result6.txt,secondary,EdDSA,10,e2e_p95,16.605
result6.txt,secondary,EdDSA,10,rps,14.1
result6.txt,secondary,EdDSA,30,login_avg,1097.04
result6.txt,secondary,EdDSA,30,login_p95,2258.567
result6.txt,secondary,EdDSA,30,refresh_avg,943.159
result6.txt,secondary,EdDSA,30,refresh_p95,1902.724
result6.txt,secondary,EdDSA,30,e2e_avg,12.836
result6.txt,secondary,EdDSA,30,e2e_p95,18.007
result6.txt,secondary,EdDSA,30,rps,14.43
result6.txt,secondary,EdDSA,50,login_avg,1849.52
result6.txt,secondary,EdDSA,50,login_p95,3808.478
result6.txt,secondary,EdDSA,50,refresh_avg,1683.038
result6.txt,secondary,EdDSA,50,refresh_p95,3621.234
result6.txt,secondary,EdDSA,50,e2e_avg,13.499
result6.txt,secondary,EdDSA,50,e2e_p95,20.853
result6.txt,secondary,EdDSA,50,rps,14.37
result7.txt,isolated,FN-DSA-Precomputed-512,,pure_avg,0.3
result7.txt,isolated,FN-DSA-Precomputed-512,,pure_p95,0.404
result7.txt,isolated,FN-DSA-Precomputed-512,,access_avg,0.288
result7.txt,isolated,FN-DSA-Precomputed-512,,access_p95,0.382
result7.txt,isolated,FN-DSA-Precomputed-512,,refresh_avg,0.284
result7.txt,isolated,FN-DSA-Precomputed-512,,refresh_p95,0.364
result7.txt,isolated,FN-DSA-Precomputed-512,,e2e_avg,0.591
result7.txt,isolated,FN-DSA-Precomputed-512,,cpu_per_tok,0.3
result7.txt,isolated,FN-DSA-Precomputed-512,,rss_kb,46578.44
result7.txt,stress,FN-DSA-Precomputed-512,10,access_avg,0.677
result7.txt,stress,FN-DSA-Precomputed-512,10,access_p95,1.508
result7.txt,stress,FN-DSA-Precomputed-512,10,refresh_avg,0.859
result7.txt,stress,FN-DSA-Precomputed-512,10,refresh_p95,2.481
result7.txt,stress,FN-DSA-Precomputed-512,10,token_ok_s,13.2
result7.txt,stress,FN-DSA-Precomputed-512,30,access_avg,0.643
result7.txt,stress,FN-DSA-Precomputed-512,30,access_p95,1.469
result7.txt,stress,FN-DSA-Precomputed-512,30,refresh_avg,0.827
result7.txt,stress,FN-DSA-Precomputed-512,30,refresh_p95,2.494
result7.txt,stress,FN-DSA-Precomputed-512,30,token_ok_s,14.33
result7.txt,stress,FN-DSA-Precomputed-512,50,access_avg,0.665
result7.txt,stress,FN-DSA-Precomputed-512,50,access_p95,1.697
result7.txt,stress,FN-DSA-Precomputed-512,50,refresh_avg,0.865
result7.txt,stress,FN-DSA-Precomputed-512,50,refresh_p95,2.529
result7.txt,stress,FN-DSA-Precomputed-512,50,token_ok_s,14.33
result7.txt,secondary,FN-DSA-Precomputed-512,10,login_avg,372.504
result7.txt,secondary,FN-DSA-Precomputed-512,10,login_p95,664.556
result7.txt,secondary,FN-DSA-Precomputed-512,10,refresh_avg,302.947
result7.txt,secondary,FN-DSA-Precomputed-512,10,refresh_p95,576.689
result7.txt,secondary,FN-DSA-Precomputed-512,10,e2e_avg,30.296
result7.txt,secondary,FN-DSA-Precomputed-512,10,e2e_p95,92.133
result7.txt,secondary,FN-DSA-Precomputed-512,10,rps,13.2
result7.txt,secondary,FN-DSA-Precomputed-512,30,login_avg,1096.899
result7.txt,secondary,FN-DSA-Precomputed-512,30,login_p95,2195.243
result7.txt,secondary,FN-DSA-Precomputed-512,30,refresh_avg,989.072
result7.txt,secondary,FN-DSA-Precomputed-512,30,refresh_p95,2135.204
result7.txt,secondary,FN-DSA-Precomputed-512,30,e2e_avg,23.525
result7.txt,secondary,FN-DSA-Precomputed-512,30,e2e_p95,66.391
result7.txt,secondary,FN-DSA-Precomputed-512,30,rps,14.33
result7.txt,secondary,FN-DSA-Precomputed-512,50,login_avg,1750.212
result7.txt,secondary,FN-DSA-Precomputed-512,50,login_p95,3443.806
result7.txt,secondary,FN-DSA-Precomputed-512,50,refresh_avg,1652.71
result7.txt,secondary,FN-DSA-Precomputed-512,50,refresh_p95,3468.016
result7.txt,secondary,FN-DSA-Precomputed-512,50,e2e_avg,185.133
result7.txt,secondary,FN-DSA-Precomputed-512,50,e2e_p95,1223.555
result7.txt,secondary,FN-DSA-Precomputed-512,50,rps,14.33
result7.txt,isolated,FN-DSA-512,,pure_avg,0.42
result7.txt,isolated,FN-DSA-512,,pure_p95,0.645
result7.txt,isolated,FN-DSA-512,,access_avg,0.445
result7.txt,isolated,FN-DSA-512,,access_p95,0.557
result7.txt,isolated,FN-DSA-512,,refresh_avg,0.428
result7.txt,isolated,FN-DSA-512,,refresh_p95,0.548
result7.txt,isolated,FN-DSA-512,,e2e_avg,0.907
result7.txt,isolated,FN-DSA-512,,cpu_per_tok,0.55
result7.txt,isolated,FN-DSA-512,,rss_kb,46208.4
result7.txt,stress,FN-DSA-512,10,access_avg,1.088
result7.txt,stress,FN-DSA-512,10,access_p95,3.217
result7.txt,stress,FN-DSA-512,10,refresh_avg,0.734
result7.txt,stress,FN-DSA-512,10,refresh_p95,1.931
result7.txt,stress,FN-DSA-512,10,token_ok_s,7.8
result7.txt,stress,FN-DSA-512,30,access_avg,0.815
result7.txt,stress,FN-DSA-512,30,access_p95,1.933
result7.txt,stress,FN-DSA-512,30,refresh_avg,0.848
result7.txt,stress,FN-DSA-512,30,refresh_p95,2.576
result7.txt,stress,FN-DSA-512,30,token_ok_s,13.6
result7.txt,stress,FN-DSA-512,50,access_avg,0.912
result7.txt,stress,FN-DSA-512,50,access_p95,1.988
result7.txt,stress,FN-DSA-512,50,refresh_avg,0.831
result7.txt,stress,FN-DSA-512,50,refresh_p95,2.421
result7.txt,stress,FN-DSA-512,50,token_ok_s,12.93
result7.txt,secondary,FN-DSA-512,10,login_avg,506.414
result7.txt,secondary,FN-DSA-512,10,login_p95,1176.353
result7.txt,secondary,FN-DSA-512,10,refresh_avg,407.307
result7.txt,secondary,FN-DSA-512,10,refresh_p95,992.216
result7.txt,secondary,FN-DSA-512,10,e2e_avg,322.729
result7.txt,secondary,FN-DSA-512,10,e2e_p95,1110.675
result7.txt,secondary,FN-DSA-512,10,rps,7.8
result7.txt,secondary,FN-DSA-512,30,login_avg,1054.002
result7.txt,secondary,FN-DSA-512,30,login_p95,2122.115
result7.txt,secondary,FN-DSA-512,30,refresh_avg,1050.432
result7.txt,secondary,FN-DSA-512,30,refresh_p95,2218.502
result7.txt,secondary,FN-DSA-512,30,e2e_avg,105.166
result7.txt,secondary,FN-DSA-512,30,e2e_p95,319.13
result7.txt,secondary,FN-DSA-512,30,rps,13.6
result7.txt,secondary,FN-DSA-512,50,login_avg,1727.956
result7.txt,secondary,FN-DSA-512,50,login_p95,3375.807
result7.txt,secondary,FN-DSA-512,50,refresh_avg,1957.115
result7.txt,secondary,FN-DSA-512,50,refresh_p95,4094.219
result7.txt,secondary,FN-DSA-512,50,e2e_avg,288.965
result7.txt,secondary,FN-DSA-512,50,e2e_p95,946.46
result7.txt,secondary,FN-DSA-512,50,rps,12.93
result7.txt,isolated,HS256,,pure_avg,0.003
result7.txt,isolated,HS256,,pure_p95,0.004
result7.txt,isolated,HS256,,access_avg,0.02
result7.txt,isolated,HS256,,access_p95,0.122
result7.txt,isolated,HS256,,refresh_avg,0.024
result7.txt,isolated,HS256,,refresh_p95,0.134
result7.txt,isolated,HS256,,e2e_avg,0.063
result7.txt,isolated,HS256,,cpu_per_tok,0.05
result7.txt,isolated,HS256,,rss_kb,45492.0
result7.txt,stress,HS256,10,access_avg,0.108
result7.txt,stress,HS256,10,access_p95,0.146
result7.txt,stress,HS256,10,refresh_avg,0.012
result7.txt,stress,HS256,10,refresh_p95,0.016
result7.txt,stress,HS256,10,token_ok_s,13.9
result7.txt,stress,HS256,30,access_avg,0.094
result7.txt,stress,HS256,30,access_p95,0.205
result7.txt,stress,HS256,30,refresh_avg,0.018
result7.txt,stress,HS256,30,refresh_p95,0.014
result7.txt,stress,HS256,30,token_ok_s,13.53
result7.txt,stress,HS256,50,access_avg,0.087
result7.txt,stress,HS256,50,access_p95,0.145
result7.txt,stress,HS256,50,refresh_avg,0.012
result7.txt,stress,HS256,50,refresh_p95,0.018
result7.txt,stress,HS256,50,token_ok_s,13.93
result7.txt,secondary,HS256,10,login_avg,350.947
result7.txt,secondary,HS256,10,login_p95,634.59
result7.txt,secondary,HS256,10,refresh_avg,268.861
result7.txt,secondary,HS256,10,refresh_p95,505.724
result7.txt,secondary,HS256,10,e2e_avg,48.623
result7.txt,secondary,HS256,10,e2e_p95,202.838
result7.txt,secondary,HS256,10,rps,13.9
result7.txt,secondary,HS256,30,login_avg,1132.588
result7.txt,secondary,HS256,30,login_p95,2284.969
result7.txt,secondary,HS256,30,refresh_avg,1018.715
result7.txt,secondary,HS256,30,refresh_p95,2087.107
result7.txt,secondary,HS256,30,e2e_avg,67.564
result7.txt,secondary,HS256,30,e2e_p95,322.339
result7.txt,secondary,HS256,30,rps,13.53
result7.txt,secondary,HS256,50,login_avg,1909.77
result7.txt,secondary,HS256,50,login_p95,4022.429
result7.txt,secondary,HS256,50,refresh_avg,1760.703
result7.txt,secondary,HS256,50,refresh_p95,3814.581
result7.txt,secondary,HS256,50,e2e_avg,30.106
result7.txt,secondary,HS256,50,e2e_p95,107.658
result7.txt,secondary,HS256,50,rps,13.93
result7.txt,isolated,RS256,,pure_avg,1.178
result7.txt,isolated,RS256,,pure_p95,1.572
result7.txt,isolated,RS256,,access_avg,1.038
result7.txt,isolated,RS256,,access_p95,1.125
result7.txt,isolated,RS256,,refresh_avg,1.032
result7.txt,isolated,RS256,,refresh_p95,1.126
result7.txt,isolated,RS256,,e2e_avg,2.079
result7.txt,isolated,RS256,,cpu_per_tok,1.15
result7.txt,isolated,RS256,,rss_kb,45373.88
result7.txt,stress,RS256,10,access_avg,1.962
result7.txt,stress,RS256,10,access_p95,4.229
result7.txt,stress,RS256,10,refresh_avg,2.216
result7.txt,stress,RS256,10,refresh_p95,4.079
result7.txt,stress,RS256,10,token_ok_s,12.67
result7.txt,stress,RS256,30,access_avg,1.921
result7.txt,stress,RS256,30,access_p95,3.81
result7.txt,stress,RS256,30,refresh_avg,2.243
result7.txt,stress,RS256,30,refresh_p95,4.071
result7.txt,stress,RS256,30,token_ok_s,12.07
result7.txt,stress,RS256,50,access_avg,3.328
result7.txt,stress,RS256,50,access_p95,12.448
result7.txt,stress,RS256,50,refresh_avg,2.332
result7.txt,stress,RS256,50,refresh_p95,4.76
result7.txt,stress,RS256,50,token_ok_s,13.27
result7.txt,secondary,RS256,10,login_avg,392.499
result7.txt,secondary,RS256,10,login_p95,699.211
result7.txt,secondary,RS256,10,refresh_avg,298.358
result7.txt,secondary,RS256,10,refresh_p95,599.092
result7.txt,secondary,RS256,10,e2e_avg,51.891
result7.txt,secondary,RS256,10,e2e_p95,183.934
result7.txt,secondary,RS256,10,rps,12.67
result7.txt,secondary,RS256,30,login_avg,1333.27
result7.txt,secondary,RS256,30,login_p95,3103.831
result7.txt,secondary,RS256,30,refresh_avg,1063.192
result7.txt,secondary,RS256,30,refresh_p95,2401.743
result7.txt,secondary,RS256,30,e2e_avg,106.385
result7.txt,secondary,RS256,30,e2e_p95,627.191
result7.txt,secondary,RS256,30,rps,12.07
result7.txt,secondary,RS256,50,login_avg,1989.678
result7.txt,secondary,RS256,50,login_p95,4100.949
result7.txt,secondary,RS256,50,refresh_avg,1856.56
result7.txt,secondary,RS256,50,refresh_p95,4012.035
result7.txt,secondary,RS256,50,e2e_avg,46.462
result7.txt,secondary,RS256,50,e2e_p95,187.431
result7.txt,secondary,RS256,50,rps,13.27
result7.txt,isolated,ES256,,pure_avg,0.046
result7.txt,isolated,ES256,,pure_p95,0.063
result7.txt,isolated,ES256,,access_avg,0.058
result7.txt,isolated,ES256,,access_p95,0.152
result7.txt,isolated,ES256,,refresh_avg,0.06
result7.txt,isolated,ES256,,refresh_p95,0.083
result7.txt,isolated,ES256,,e2e_avg,0.119
result7.txt,isolated,ES256,,cpu_per_tok,0.1
result7.txt,isolated,ES256,,rss_kb,45696.0
result7.txt,stress,ES256,10,access_avg,0.163
result7.txt,stress,ES256,10,access_p95,0.244
result7.txt,stress,ES256,10,refresh_avg,0.068
result7.txt,stress,ES256,10,refresh_p95,0.082
result7.txt,stress,ES256,10,token_ok_s,13.43
result7.txt,stress,ES256,30,access_avg,0.21
result7.txt,stress,ES256,30,access_p95,0.444
result7.txt,stress,ES256,30,refresh_avg,0.063
result7.txt,stress,ES256,30,refresh_p95,0.082
result7.txt,stress,ES256,30,token_ok_s,14.07
result7.txt,stress,ES256,50,access_avg,0.373
result7.txt,stress,ES256,50,access_p95,0.991
result7.txt,stress,ES256,50,refresh_avg,0.077
result7.txt,stress,ES256,50,refresh_p95,0.096
result7.txt,stress,ES256,50,token_ok_s,13.47
result7.txt,secondary,ES256,10,login_avg,385.353
result7.txt,secondary,ES256,10,login_p95,709.084
result7.txt,secondary,ES256,10,refresh_avg,291.971
result7.txt,secondary,ES256,10,refresh_p95,593.017
result7.txt,secondary,ES256,10,e2e_avg,16.067
result7.txt,secondary,ES256,10,e2e_p95,32.231
result7.txt,secondary,ES256,10,rps,13.43
result7.txt,secondary,ES256,30,login_avg,1099.304
result7.txt,secondary,ES256,30,login_p95,2131.374
result7.txt,secondary,ES256,30,refresh_avg,1000.438
result7.txt,secondary,ES256,30,refresh_p95,2031.693
result7.txt,secondary,ES256,30,e2e_avg,27.274
result7.txt,secondary,ES256,30,e2e_p95,81.672
result7.txt,secondary,ES256,30,rps,14.07
result7.txt,secondary,ES256,50,login_avg,1923.374
result7.txt,secondary,ES256,50,login_p95,4044.139
result7.txt,secondary,ES256,50,refresh_avg,1807.428
result7.txt,secondary,ES256,50,refresh_p95,3860.64
result7.txt,secondary,ES256,50,e2e_avg,197.862
result7.txt,secondary,ES256,50,e2e_p95,901.216
result7.txt,secondary,ES256,50,rps,13.47
result7.txt,isolated,EdDSA,,pure_avg,0.028
result7.txt,isolated,EdDSA,,pure_p95,0.041
result7.txt,isolated,EdDSA,,access_avg,0.038
result7.txt,isolated,EdDSA,,access_p95,0.058
result7.txt,isolated,EdDSA,,refresh_avg,0.04
result7.txt,isolated,EdDSA,,refresh_p95,0.061
result7.txt,isolated,EdDSA,,e2e_avg,0.081
result7.txt,isolated,EdDSA,,cpu_per_tok,0.15
result7.txt,isolated,EdDSA,,rss_kb,45492.12
result7.txt,stress,EdDSA,10,access_avg,0.172
